3M SKU:;3M SKU Description:;Division:;contar
70200748013;90021 Tegaderm Hidrocoloide Fino Ovalado;MSD;0
70200748229;90120 Tegaderm Alginato en Mecha;MSD;0
XH003810203;90500 Tegaderm Ag Mesh;MSD;0
XH003810211;90501 Tegaderm Ag Mesh;MSD;0
70200748278;5642 Tegaderm Contact;MSD;0
70200747999;90004 Tegaderm Hidrocoloide Ovalado;MSD;0
70200748062;90022 Tegaderm Hidrocoloide Fino Cuadrado;MSD;0
70200748286;5643 Tegaderm Contact;MSD;0
70200748203;90112 Tegaderm Alginato;MSD;0
70200748047;90002 Tegaderm Hidrocoloide Cuadrado;MSD;0
70200748294;5644 Tegaderm Contact;MSD;0
70200760117;90301 Tegaderm Alginato Ag;MSD;0
70200760125;90303 Tegaderm Alginato Ag;MSD;0
XH002417539;90003 EG2031 UC Tegaderm Hidrroc.4I;MSD;0
DH888824108;90701 Tegaderm Superabsorber;MSD;0
DH888824116;90702 Tegaderm Superabsorber;MSD;0
70200776931;90602 Tegaderm Foam;MSD;0
70200776923;90601 Tegaderm Foam;MSD;0
70201177022;90648 TEGADERM SILC FOAM BDR DSG, 20/CS;MSD;0
70201176982;90642 TEGADERM SILC FOAM BDR DSG, 40/CS;MSD;0
70201177006;90646 TEGADERM SILC FOAM BDR DSG, 20/CS;MSD;0
70201176941;90631 TEGADERM SILC FOAM DSG, 40/CS;MSD;0
70200748872;90800 TEGADERM;MSD;0
70201183871;90815 CLR ACRYLIC POD;MSD;0
70201183889;90817 CLR ACRYLIC POD;MSD;0
70200744905;90803 TEGADERM;MSD;0
70201184697;1563L Reston en Rollo;MSD;0
70201184705;2851H Reston Conformable;MSD;0
UU011301288;91110 3M HYDROGEL;MSD;0
UU011284542;90112 Tegaderm Alginato;MSD;0
UU011267737;90120 TEGADERM ALGINATE MECHA, 30,4 CM;MSD;0
70201803072;90601 Tegaderm Foam;MSD;0
70201803080;90602 Tegaderm Foam;MSD;0
UU011121009;90642 Tegaderm Silicone Foam 15x15 C/ Borde;MSD;0
70200793209;24200 Ranger Set Estandar para Calentamiento de   fluidos;MSD;0
70200791039;31500 Bair Hugger Manta de cuerpo completo Multi  Acceso;MSD;0
70200791005;30000 Bair Hugger Manta de cuerpo completo;MSD;0
70200791021;31000 Bair Hugger Manta de cuerpo completo Uso    Pediatrico;MSD;0
70200791013;30500 Bair Hugger Manta de Acceso Pecho;MSD;0
70200791062;52500 Bair Hugger Manta parte inferior del cuerpo;MSD;0
70200791203;63500 Bair Hugger Manta Bajo Paciente Acceso      completo;MSD;0
70200791138;55501 Bair Hugger Manta Bajo Paciente Neonato;MSD;0
70200791120;55000 Bair Hugger Manta Uso Pediatrico;MSD;0
70200791179;58501 Bair Hugger Manta Bajo Paciente Posicion    Litotomia;MSD;0
70200791823;90090 Carro Transporte Bair Hugger (750/775);MSD;0
70200791542;77514 Bair Hugger Unidad de Calentamiento;MSD;0
70200794058;62200 Bair Hugger Manta Multi-posición sobre      paciente;MSD;0
70200793365;24510 Ranger Unidad para Calentamiento de fluidos;MSD;0
70200793290;24400 Ranger Set Pediatrico para calentamiento de fluido;MSD;0
70201185694;31500 Bair Hugger Manta de cuerpo completo Multi  Acceso;MSD;0
70201185660;30000 Bair Hugger Manta de cuerpo completo;MSD;0
70201185686;31000 Bair Hugger Manta de cuerpo completo Uso    Pediatrico;MSD;0
70201185876;62200 Bair Hugger Manta Multi-posición sobre      paciente;MSD;0
70201185710;52500 Bair Hugger Manta parte inferior del cuerpo;MSD;0
70201185843;63500 Bair Hugger Manta Bajo Paciente Acceso      completo;MSD;0
70201185785;55501 Bair Hugger Manta Bajo Paciente Neonato;MSD;0
70201185777;55000 Bair Hugger Manta Uso Pediatrico;MSD;0
70201185827;58501 Bair Hugger Manta Bajo Paciente Posicion    Litotomia;MSD;0
70200791880;3600 SpotOn Sensor para Monitoreo de Temperatura;MSD;0
70200793902;96750 3M Bair Hugger Rolling Cart 675;MSD;0
70201174243;67505 Bair Hugger Unidad de Calentamiento;MSD;0
70200791914;37010 Equipo SpotOn para Monitoreo de Temperatura;MSD;0
78808372904;USER INTERFACE, MODEL 775, ROHS;MSD;0
70200791195;BAIR HUGGER STERILE CARDIAC BLANKET;MSD;0
70200793316;24503 Ranger Unidad de calentamiento MDL 245 220V;MSD;0
70201801654;24510 Fluid Warming Unit - 220V-DEU-F - 1/EA;MSD;0
70201802272;Bair Huggrer Rolling Cart (carro para equipo 675);MSD;0
70201802082;Sensor 3M SpotOn;MSD;0
70201801225;77514 Bair Hugger Unidad de Calentamiento;MSD;0
70201800961;67500 Unidad de Calentamiento;MSD;0
70201800763;Ranger Set Estandar para calentamiento de fluidos;MSD;0
70201802116;Unidad de Control 3M Spoton;MSD;0
70201802322;90090 Carro para BH775;MSD;0
78808350710;SERVICE KIT, ELBOW ASSY, MD775;MSD;0
70200754623;PGX35W Corchetera Quirurgica para Piel Precise    Ergonomica;MSD;0
70200750365;SR-1 Saca Corchete Metalico Desechable Precise;MSD;0
70200699513;E4541 Steri Strip Elastico;MSD;0
70200699521;E4542 Steri Strip Elastico;MSD;0
70200711086;1541R Steri Strip Reforzado;MSD;0
70200711102;1542R Steri Strip Reforzado;MSD;0
70200711128;1546R Steri Strip Reforzado;MSD;0
70200711144;1547R Steri Strip Reforzado;MSD;0
70200711169;1548R Steri Strip Reforzado;MSD;0
70200729013;3562 Medipore + Pad;MSD;0
70200729021;3564 Medipore + Pad;MSD;0
70200729039;3566 Medipore + Pad;MSD;0
70200729054;3569 Medipore + Pad;MSD;0
70200729062;3570 Medipore + Pad;MSD;0
XH002406482;R1541 Steri Strip Alemana;MSD;0
XH002406458;R1547 Steri-Strip Alemana;MSD;0
XH002406466;R1546 Steri Strip Alemana;MSD;0
XH002406474;R1542 Steri-Strip Alemana;MSD;0
70200748880;3582 Tegaderm + Pad;MSD;0
70200748914;3587 Tegaderm + Pad;MSD;0
70200748930;3589 Tegaderm + Pad;MSD;0
70200748955;3591 Tegaderm + Pad;MSD;0
70200748898;3584 Tegaderm + Pad;MSD;0
XH002417604;EG7033 UC R1547 STERI-STRIP 1/2X4IN;MSD;0
XH002417547;3591 Tegaderm + Pad UC;MSD;0
70200793993;W8516 Steri Strip c/Tegaderm para Laparoscopia;MSD;0
70200709536;W8516 Steri-Strip;MSD;0
70201183707;W8516 Steri Strip c/Tegaderm para Laparoscopia;MSD;0
70201800110;3562 Medipore + Pad;MSD;0
70201800128;3564 Medipore + Pad;MSD;0
70201800136;3566 Medipore + Pad;MSD;0
70201800144;3569 Medipore + Pad;MSD;0
70201800151;3570 Medipore + Pad;MSD;0
70201800581;E4542 - Steri Strip Elastico (Sobre verde 6 unidades) - 6 mm x 3,8 cm;MSD;0
70201800573;E4541 Steri Strip Elastico (Sobre rojo 6 unidades) - 6 mm x 7,5 cm;MSD;0
70201800672;1542R Steri Strip Reforzado (Sobre verde 6 unidades) - 6 mm x 3,8 cm;MSD;0
70201800664;1541R Steri Strip Reforzado (Sobre rojo 3 unidades) - 6 mm x 7,5 cm;MSD;0
70201800698;1546R Steri Strip Reforzado (Sobre naranjo 10 unidades) - 6 mm x 10 cm;MSD;0
70201800714;1547R Steri Strip Reforzado (Sobre azul 6 unidades) - 12 mm x 10 cm;MSD;0
70201800730;1548R Steri Strip Reforzado (Sobre amarillo 4 unidades) - 25 mm x 12,5 cm;MSD;0
70201807016;3582 Tegaderm + Pad 5 x 7cm  50ea/bx 4bx/cs;MSD;0
70201807024;3584 Tegaderm + Pad 6 x 10cm  50ea/bx 4bx/cs;MSD;0
70201806992;3587 Tegaderm + Pad 9 x 10,5cm  25ea/bx 4bx/cs;MSD;0
70201807032;3589 Tegaderm + Pad 9 x 15cm  25ea/bx 4bx/cs;MSD;0
70201807057;3591 Tegaderm + Pad 9 x 25cm  25ea/bx 4bx/cs;MSD;0
70200692484;9130 Placa Universal Electrocirugia Standard;MSD;0
70200701954;21174 Cable reusable para Placas divididas (9160, 9160F);MSD;0
70200710799;2345 Defib Pads Conductores para Desfibrilador;MSD;0
70200727843;21171K Kit de cable reusable y adaptador para     Placa no dividida (9130, 9130F);MSD;0
70200730854;9160F Placa Universal Electrocirugia Dividida;MSD;0
70200730862;9165 Placa Universal Dividida con Cable;MSD;0
70200749870;2259 Electrodo Red Dot Resistente a Fluidos con   Disco Abrasivo;MSD;0
70200749847;2249 Electrodo Red Dot con soporte de cinta       Micropore;MSD;0
70200749839;2248 Electrodo Red Dot Pediatrico de cinta        Micropore;MSD;0
70200730847;9160 Placa Universal Electrocirugia Dividida;MSD;0
70200742412;2282 Electrodo Red Dot Neonatal con cable;MSD;0
70200616848;2230 Electrodo Red Dot para Uso General y en      Pacientes Diaforeticos;MSD;0
70200771338;2330 Electrodo Red Dot para ECG en reposo;MSD;0
70200757253;2570-5 Electrodo Red Dot Broche de Carbono        Radiolucido;MSD;0
XH002417976;2228UC EM8035 2228 3M Foam Monitoring Electrode;MSD;0
70200780214;2228 Electrodo Red Dot Multiuso Resistente a      Fluidos;MSD;0
70200757220;2560 Electrodo Red Dot adulto diaforético;MSD;0
70200757238;2570 Electrodo Red Dot adulto diaforético;MSD;0
70200701913;Cable 21172;MSD;0
70200726902;Adaptador 3171C;MSD;0
70200523028;Adaptador Placa paciente Y;MSD;0
70201184887;2249 Electrodo Red Dot con soporte de cinta       Micropore;MSD;0
70201184879;2248 Electrodo Red Dot Pediatrico de cinta        Micropore;MSD;0
70201185140;2228 Electrodo Red Dot Multiuso Resistente a      Fluidos;MSD;0
70201184929;2560 Electrodo Red Dot adulto diaforético;MSD;0
70201184937;2570 Electrodo Red Dot adulto diaforético         radiolúcido;MSD;0
70201187682;9160 Placa Paciente;MSD;0
70201185157;2268-3 Electrodo Red Dot Monit ECG pediátrico y adulto;MSD;0
70201187666;9130 Placa Universal Electrocirugia Standard;MSD;0
70201187690;9160F Placa Universal Electrocirugia Dividida;MSD;0
70201184473;2239 Electrodo Red Dot Micropore adulto;MSD;0
70200718560;9200 Antiseptico AC (Solucion de Clorhexidina al  1% y Alcohol 61%);MSD;0
70200718602;9204 Limpia unas para Antiseptico AC;MSD;0
70200718578;9201 Dispensador para Anticeptico AC PUMP;MSD;0
XH002418040;9200 Antiseptico AC (Solucion de Clorhexidina al  1% y Alcohol 61%) con limpiaunas;MSD;0
XH000019634;10203 Soluprep Hisopo pequeno con solucion        antiseptica;MSD;0
XH000019659;10209 Soluprep hisopo grande con solucion         antiseptica;MSD;0
XH000019444;10024 Soluprep Aplicador con Solucion Antiseptica;MSD;0
XH000019535;10027 Soluprep 2 Esponjas con Solucion Antiseptica;MSD;0
SH000019530;10027 Soluprep 2 esponjas;MSD;0
SH000019639;10203 SOLUPREP SMALL SWAB CLEAR 2%CHG 70IPA 50/BX;MSD;0
70202028182;CAJA PALATINA SUP.DER.INF.IZQ. 3M UNITE 080-243;;
