Codigo;Descripcion Comprador
70201408054;527807 FILTEK BULK FILL FLOW A3 3M DENTAL, COD-SCFHM. VCTO. 04-2026 - SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 1 DIA. EL DESPACHO NO TIENE COSTO ADICIONAL. MINIMO FACTURACION 50.000.- MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201143149;527820 KIT KETAC MOLAR EASYMIX 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 08-2025 DESPACHO EN 2 DIAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70202067412;PERM RES SS OF III OVOIDU 016 300-007 - MARCA:3M- COD:70202067412 VTO ENTREGA EN:4 A 5 DIAS CON STOCK 65 SIN STOCK
9050679589;252-0099 BANDA DE 2 MOLAR SUP.DER. C/TUBO SIMPLE (MBT.022) N37+, BANDAS MOLAR CONTORNEADA DE ACERO INOXIDABLE, CON SUPERFICIE INTERNA MICRO-GRABADAS PARA MEJOR RETENCIÓN Y BAJO PERFIL
70201059832;COMPOSITE FILTEK UNIVERSAL, TONO A3,JERINGA DE 4 GRAMOS, MARCA 3M
XH002405039;CIZALLA PALAMBRE DENTAURUM DENTAURUM. FICHA ADJUNTA, DESPACHO 5 DIAS HABILES.
70202091859;BANDAS DE ORTODONCIA SIN TUBO PRIMER MOLAR INFERIOR DERECHA 38 MARCA UNITEK USA FICHA ADJUNTA UNIDAD FICHA ADJUNTA ENTREGA 4 DIAS
70201059881;COMPOSITE DENTAL FILTEK Z 350 TONO A1B PRESENTACION JERINGA DE 4GR CADA UNA SE ADJUNTA FICHA TECNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
9050679290;TUBOS SIMPLE PCEMEN. 2M SUP.IZQ. ROTH 067-9291
70201140426;ADHESIVO PARA COMPOSITE DE ESMALTE DENTINA, (ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML), MARCA 3M ESPE SE ADHIERE A TODAS LAS SUPERFICIES DENTALES SIN PRIMER ADICIONAL, INCLUYENDO: ESMALTE, DENTINA, RESINAS, VITROCERAMICAS, ZIRCONIA, Y EN ALEACIONES DE METALES NOBLES Y NO PRECIOSOS.
70201059832;527771 FILTEK Z350 XT TONO A3D, VCTO 10-2025, 3M DENTAL. DESPACHO EN 5 DIAS HABILES, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO
70201030890;"DISCOS SOFLEX PEQUEÑOS DISCOS SOF-LEX 3/8 MEDIANO MONTADO EN CARTON O PLASTICO NUEVA PRESENTACIÓN BOLSA DE 30 UNIDADES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO"""
70201030924;3M DISCO SOFLEX GRUESO PAPEL 4851C 12 BOLSA 30 UNID EX-1982C MARCA 3M USA FICHA ADJUNTA
XH002417083;RELYX U200 AUTOMIX - A3 OPACO 3M - MARCA:3M- COD:70201138867 UN VTO ENTREGA EN:15-20 DIAS HABILES
70202078922;"ARCO DE NITINOL SUPER ELÁSTICO SUPERIOR-INFERIOR DESDE .016 X .016 A 019"" X 025"" EN PAQUETE DE 10 UNIDADES MARCA 3M UNITEK"""
70201030924;DISCOS SOFLEX 4851C TAMAÑO GRANDE, GRANO: GRUESO COLOR: NEGRO
70201026088;KETAC MOLAR EASYMIX ART.
70201051979;COMPOSITE P60 COLOR A3, MARCA 3M
70201076059;COMPOSITE RESTAURADOR, COLOR A2E Z350, COMPOSITE ALTAMENTE ESTETICO DE 100% NANORRELLENO CON TECNOLOGIA PATENTADA DE NANOPARTICULAS Y NANO CLUSTERS. FABRICADO EN USA. COLOR A2E ESMALTES. JERINGA DE 4G DE COLOR CELESTE MARCA 3M ESPE PROCEDENCIANUSA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO 24 MESES FLETE INCLUIDO
70201030981;DISCO SOF-LEX 12´´ 4930 F GRUESO BOLSA 30 UNDS
70202092626;BANDA 3M PRIMER MOLAR MBT INFERIOR DERECHO TUBO SIMPLE 33 3M UNITEK FICHA ADJUNTA
XH002405039;3M SELLANTE CONCISE 6 ML.+ ACIDO+PINCELES MARCA 3M USA FICHA ADJUNTA CERTIFICACION ADJUNTA ENTREGA 4 DIAS HABILES.
XH002405526;527850 SELL.FOTOCUR.CONCISE FCO 3M DENTAL. VCTO. 08-2025 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 72 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MINIMO DE FACTURACION 0.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201059915;527777 FILTEK Z350 XT TONO A3.5B 3M DENTAL LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 48 HORAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MÍNIMO DE FACTURACIÓN 50.000. MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
XH002405526;3M SELLANTE CONCISE INSTITUCIONAL MARCA 3M USA FICHA ADJUNTA FICHA Y CERT ADJUNTA VCTO 13 MESES ENTREGA 1 DIA HABIL
9020679198;252-0040 BANDA DE 1 MOLAR INF.IZQ. C/TUBO SIMPLE (MBT.022) 36+, BANDAS MOLAR CONTORNEADA DE ACERO INOXIDABLE, CON SUPERFICIE INTERNA MICRO-GRABADAS PARA MEJOR RETENCIÓN Y BAJO PERFIL
70201030932;DISCO SOFLEX GRANO MEDIO, COLOR AZUL DIÁMETRO 12,7, MARCA 3M
70201059899;COMPOSITE FILTEK Z350XT BODY A2B JERINGA DE 4GRS. MARCA 3M ESPE VCTO. 18 MESES SE ADJUNTA FICHA TÉCNICA
70201059907;3M FILTEK Z350 XT UNIV.COLOR A3B JERINGA 4 GRS VCTO 18 MESES MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
9020679206;BANDA PRIMER MOLAR INF. DER.. PRESCRIPCION MBT (REBORDE OCLUSAL ENDURECIDO, MICROARENADA - ACERO INOXIDABLE CON TUBO DOBLE N°37+, DESPACHO EN 4 DIAS
70201030940;DISCOS SOF-LEX, MARCA 3M
70201408054;527807 FILTEK BULK FILL FLOW A3, VCTO 04-2026, 3M DENTAL COD-SCFHM. LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TECNICA. DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO DE DESPACHO 200.000.
70201059956;JERINGA FILTEK Z350 XT TONO B2B 3M - MARCA:3M- COD:70201059956 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201088260;3M CLINPRO WHITE VARNISH 100 DOSIS MENTA CON TRI-CALCIO
70202091230;BANDA 1ER. MOLAR LR 34 CON TUBO, ROTH, MARCA 3M
70201413591;527839 1983 RA PORT.DISC.SOF-LEX 3M DENTAL -VENCIMIENTO JULIO 2025.SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA CORRIDO EL DESPACHO NO TIENE COSTO ADICIONAL.
9050679571;BANDA MBT PRIMER MOLAR INFERIOR, 3M
70201059899;7032A2 FILTEK SUPREME FLOW SYR 2G, 2 SYRKT APACLA 3M - MARCA:3M- COD:70201408039 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201411975;SELLANTE FISURA CONCISE BCO 6ML+GRABADOR
9020689908;252-0053 BANDA DE 1 MOLAR SUP.DER. C/TUBO TRIPLE (MBT.022) N36+, BANDAS MOLAR CONTORNEADA DE ACERO INOXIDABLE, CON SUPERFICIE INTERNA MICRO-GRABADAS PARA MEJOR RETENCIÓN Y BAJO PERFIL
70202067438;ARCO ACERO F.III RED. 018 SUP. UNITEK 10 UDS UNITEK-300-009 MARCA 3M UNITEK USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70202091800;BANDAS DE ORTODONCIA SIN TUBO PRIMER MOLAR INFERIOR DERECHA 35.5 MARCA UNITEK USA FICHA ADJUNTA UNIDAD FICHA ADJUNTA ENTREGA 4 DIAS
70201059899;527775 FILTEK Z350 XT TONO A2B 3M DENTAL -VENCIMIENTO MAYO 2025-SE ADJUNTA FICHA TECNICA. DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL
70201059907;COMPOSITE FILTEK Z350XT BODY A3B 4GRS 3M SE ADJUNTA FICHA TÉCNICA VCTO. 11-2024
70201026088;3M VITREMER A3 KIT RESTAURATIVO MARCA 3M USA FICHA ADJUNTA VCTO 13 MESES ENTREGA 5 DIAS HABILES.
70202078906;ARCOS NITINOL CLASICO, SUPERELASTICO, SUPERIOR 0.019X0.025 FORMA CUADRADA / NATURAL PAQUETE DE 10 UNIDADESPRODUCTO MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA,PRECIO INCLUYE FLETE
70201030908;3M DISCO SOFLEX FINO PAPEL 4851F 12 BOLSA 30 UNID EX-1982F SE ADJUNTA FICHA TECNICA VCTO SUP A 13 MESES
70201059824;COMPOSITE FILTEK Z350 COLOR A2 BODY. JERINGA CON 4 GRS DE COMPOSITE. MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO MÍNIMA 12 MESES FLETE INCLUIDO
70201026088;VIDRIO IONOMERO CONVENCIONAL DE AUTO CURADO. ALTA LIBERACIÓN DE FLÚOR. CONSISTENCIA NO PEGAJOSA. KIT KETAC MOLAR EASYMIX
70201059907;COMPOSITE FILTEK Z350 XT TONO A3B PRESENTACIÓN JERINGA DE 4GR CADA UNA MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TECNICA FECHA DE VENCIMIENTO UINFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
70201059840;527778 FILTEK Z350 XT TONO A4B 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 07-2024 MAYOR A 24 MESES. DESPACHO EN 1 DIA HABIL. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201031005;GS - 4499 DISCO LIJA SOFLEX 4931M 12 X30
70201140426;ADHESIVO SOLARE UNIVERSAL BOND 5ML, MARCA GC
70201030965;DISCOS SOF LEX 4931C GRANO GRUESO, BASE DE PLÁSTICO, BOLSA DE 30 UNIDADES MARCA 3M
9020679206;BANDA PRIMER MOLAR INF. DER.. PRESCRIPCION MBT (REBORDE OCLUSAL ENDURECIDO, MICROARENADA - ACERO INOXIDABLE CON TUBO DOBLE N°41+, V
70201138867;DUOLINK UNIVERSAL JERINGA AUTOMEZCLA 8 GRS
70201059915;COMPOSITE Z350XT A3,5B, MARCA 3M
70201036533;MAT.LIVIANO EXPRESS VERDE (REGULAR) POLIMERIZACIÓN REGULAR (VERDE, 7302) , 2 CARTUCHOS, 50 ML CADA UNO, 10 PUNTAS DE MEZCLA, TIEMPO DE POLIMERIZACIÓN: 5 MIN MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
70201059915;COMPOSITE FILTEK Z350 TONO A3,5 PRESENTACIÓN JERINGA DE 4GR CADA UNA COMPOSITE RESINA FOTO POLIMERIZACIÓN DISEÑADA PARA SER UTILIZADA EN RESTAURACIONES ANTERIORES Y POSTERIORES. RELLENO 100% NANOMÉTRICO VENCIMIENTO 2026 MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO
70201059915;COLOR A3,5 4 GRS - MARCA:- COD: VTO ENTREGA EN: 7 DIAS
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML, MARCA 3M
70201408419;3M FILTEK ONE BULK FILL A3 USA FICHA ADJUNTA
70201144139;527832 ACID.ORTOF.JER.3ML SCOTCH 3M DENTAL COD-SCFHM. 527832 ÁCID.ORTOF.JER.3ML SCOTCH REG ISP NO APLICA PRINC ACT: SIN P.ACTIVO 3M DENTAL CAJA X 1UN VCTO MAYOR A 24 MESES. DESPACHO 2 DIAS CORRIDOS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201059956;3M FILTEK Z350 XT UNIV.COLOR B2B JERINGA 7018B2B 13 MESES FICHA ADJUNTA ENTREGA 5 DIAS HABILES.
70201413591;GS - 4481 DISCO LIJA SOFLEX MINI SET X40+MANDRIL VTO. NO APLICA
70201143149;KETAC CEM EASYMIX 15GRS
70201026088;MD 214 IONOM BASE FOTO VITREBOND 9G+5,5ML
70201059949;527779 FILTEK Z350 XT TONO B1B 3M DENTAL - AFECTO A IVA - LOS PRODUCTOS OFERTADOSCUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TECNICA. DESPACHO EN 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70201026088;VITREMER IONOMERO DE VIDRIO DE RESTAURACIÓN DE TRIPLE CURADO IONOMERO DE VIDRIO DE RESTAURACIÓN Y RECONSTRUCCIÓN DE MUÑONES QUE OFRECE TRES FORMAS DE POLIMERIZACIÓN. VITREMER ES UN RESTAURADOR DE IONOMERO DE VIDRIO MODIFICADO CON RESINA. MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA
70201031013;3M DISCO SOFLEX MEDIANO PLAST 4931M 12 BOLSA 30 UNID EX-2382M FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70201088260;527845 CLINPRO WHITE VARNISH 50 UNIDOSIS CON 50 PINCELES EN SACHET, VCTO 03-2025, 3M DENTAL.DESPACHO EN 3 DIAS HABILES, SIN COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE
XH002417075;527862 RELYX U200 AUTOM-A2 8,5G $78.252 527863 RELYX U200 AUTOM-A3 8,5G $130.420
70201031021;DISCO SOF-LEX XT 12´´ 4931 FINO BOLSA 30 UNDS MARCA 3M SE ADJUNTA FICHA DEL PRODUCTO
70201088260;527846 CLINP.WHI.VARN.100 C100P MARCA 3M DENTAL F.VEN 032026 VCTO MAYOR A 24 MESES. DESPACHO 1 DIA HABIL EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION. , COD-SCFHM
70000908460;TUBO SIMPLE CEMENTADO DIRECTO PRIMER MOLAR INFERIOR DERECHO PRESCRIPCIÓN ROTH MARCA 3M UNITEK PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO OFERTA POR UNIDAD DE TUBO
70201408401;COMPOSITE FILTEK ONE BULK FILL A2 4GRS 3M. DESPACHO EN 2 DÍAS HÁBILES.
70201059907;COMPOSITE RESTAURADOR UNIVERSAL HÍBRIDO FILTEK Z250 TONO A3 PRESENTACIÓN JERINGA DE 4GR CADA UNA MARCA 3M ESPE SE ADJUNTA FICHA TÉCNICA PROCEDENCIA USA ECHA DE VENCIMIENTO 24 MESES FLETE INCLUIDO
70201059956;3M FILTEK Z350 XT UNIV.COLOR B2E JERINGA. VCTO 18 MESES DESDE RECEPCION FICHA ADJUNTA ENTREGA 5 DIAS
70201026088;I-LINER IONOMERO-BASE JERINGA 2,5GR - MARCA:BARMERO- COD:BID318 UN VTO ENTREGA EN:5 A 6 DIAS
70201026088;VITREMER A3 VIDRIO IONOMERO
70202092469;BANDA 2°. MOLAR 38+ LL CON TUBO, ROTH, MARCA 3M
70201030940;DISCO SOFLEX 4851F, MARCA 3M
70201408401;4862A2 BULK FLOW SYR 2G, 2SYRKT APACLA 3M - MARCA:3M- COD:70201408401 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201030924;3M DISCO SOFLEX GRUESO PAPEL 4851C 12 BOLSA 30 UNID EX-1982C FICHA ADJUNTA USA
XH002405526;SELLANTE FOTOCURADO INTITUCIONES (CONCISE SIN ACIDO) MARCA 3M VENCMIENTO 24 MESES
70201140426;ADHESIVO SINGLE BOND 2 6ML, MARCA 3M, VENCIMIENTO 25-06-25, DESPACHO EN 2 DÍAS HÁBILES.
70201059915;COMPOSITE FILTEK Z250 A3.5 4GRS
70201030882;4850C DISCOS SOF-LEX 38 GRUESO 3M - MARCA:3M - COD:70201030882 UN VTO ENTREGA EN:10-15 DIAS HABILES
70202072941;ELASTICOS MED. 4 18 CATHY X 30 BOLSAS UNITEK-404-516
70202089465;TRANSBOND MIP BOTTLE 6ML. UNITEK 3M UNITEK-712-025 MARCA 3M UNITEK USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
70202072958;ELASTICOS MED. 4 316 BILL X 30 BOLSAS UNITEK-404-526 FICHA Y CERTIF ADJUNTA ENTREGA 2 DIAS HABILES
70202067446;ARCOS INFERIORES ACERO 0.18 PAQUETE POR 10 UNIDADES MARCA 3M VENCIMIENTO NO APLICA VALOR UNIDAD
70202090968;BANDA ORTODONCIA SIN TUBO N°34 MD Y MX VALOR X 2 UDS MARCA 3M UNITEK USA ENTREGA 2 DIAS HABILES.
70201026088;3M VITREMER A3 KIT RESTAURATIVO FICHA TECNICA VCTO SUP A 13 MESES
70201030924;DISCO SOFLEX 4851C, DE CARTÓN, COLOR NEGRO, MARCA 3M
70201144139;D0613300-ACIDO ORTOFOSFORICO 37% JERINGA GEL 3 ML
70201059899;JERINGA FILTEK Z350 XT TONO A2B 3M - MARCA:3M- COD:70201059899 UN VTO ENTREGA EN:15-20 DIAS HABILES
70201051961;527831 ADH.ADPE.SING.BON.2FCO.6G 3M DENTAL -VENCIMIENTO JUNIO 2025-SE ADJUNTA FICHA TÉCNICA.DESPACHO EN 5 DIAS HABILES., MONTO NIMO DESPACHO 50.000 EL DESPACHO NO TIENE COSTO ADICIONAL
70201088260;WHITE VARNISH CON FLUORURO DE SODIO AL 5% Y TCP 3MT CLINPROT - 100 UNIDADES. UN BARNIZ DENTAL TRANSPARENTE OPTIMIZADO CON UNA LIBERACIÓN PROLONGADA DE FLÚOR, CALCIO Y FOSFATO: HASTA 24 HORAS. ESTÁ FORMULADO PARA PERMANECER EN CONTACTO CON LOS DIENTES POR MÁS TIEMPO, PARA UNA PROTECCIÓN EFECTIVA Y AVANZADA, DEPOSITANDO FUERTES MINERALES RESISTENTES A LOS ÁCIDOS EN LAS SUPERFICIES DE LOS DIENTES, I
70201059832;3M7020105983-COMPOSITE FILTEK Z350XT DENTINA A3D 4GRS
70201143149;527820 KIT KETAC MOLAR EASYMIX 3M DENTAL. VCTO. 02-2025 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70201408039;527806 FILTEK BULK FILL FLOW A2 3M DENTAL. VCTO. 12-2025 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DÍA EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 0.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201030932;DISCO SOF-LEX 12,7MM 4851 MEDIO BOLSA 30 UNDS MARCA 3M SE ADJUNTA FICHA DEL PRODUCTO
70201030908;4850F DISCOS SOF-LEX 38 FINO, 30BOLSA
70201059907;COMPOSITE FILTEK Z350XT FLOW A3 1 JERINGA DE 2GRS. MARCA 3M VCTO. 02-2025 SE ADJUNTA FICHA TÉCNICA
70201059907;3M FILTEK Z350 XT UNIV.COLOR A3B JERINGA 4GRS
70201408419;527807 FILTEK BULK FILL FLOW A3 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 07-2025 DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
XA009216871;KIT FILTEK Z250XT INSTITUCIONAL 5 JGAS + SB2 + ACIDO JGA 3M CHILE
70201059899;RESINA COMPUESTA Z350 XT A2 BODY MARCA 3M. VENCIMIENTO 04-2026
70201144139;ÁCIDO ORTOFOSFÓRICO EN JERINGAS DE 3 ML CU SCOTCHBOND 3M - MARCA:3M- COD:70201144139 UN VTO ENTREGA EN:5 A 6 DIAS
70201088260;527846 CLINP.WHI.VARN.100 C100P 3M DENTAL VENCIMIENTO 08-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 1 DÍAS 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70201031021;"DISCOS SOFLEX GRANDE, GRANO FINO PLASTICO TAMAÑO COLOR NARANJO CLARO 4931F DISCOS SOF-LEX XT 1/2 FINO NUEVA PRESENTACIÓN BOLSA DE 30 UNIDADES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO"""
70201030957;DISCO SOF-LEX 12´´ 4851 SF BOLSA 30 UNDS
70201059899;COMPOSITE RESINA FOTO POLIMERIZACIÓN DISEÑADA PARA SER UTILIZADA EN RESTAURACIONES ANTERIORES Y POSTERIORES. RELLENO 100% NANOMÉTRICO JERINGA DE 4 GRS. COLOR A2 BODY. VENCIMIENTO 2025 FILTEK Z350 MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO
70202091420;BANDAS PRIMEROS MOLARES MBT 43 1/2 UL, MARCA 3M UNITEK.
70201059907;3M7020105990-COMPOSITE FILTEK Z350XT BODY A3B 4GRS MARCA 3M ESPE VENCIMIENTO SUPERIOR 12 MESES
70201411975;527850 SELL.FOTOCUR.CONCISE FCO 3M DENTAL. VCTO. 08-2025- SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70202067594;PERM SS POST ARCH OF III OVOID U 019X025 36MM 300-942 - MARCA:- COD:70202069863 VTO ENTREGA EN:4-5 DIAS HABILES CON STOCK SIN STOCK 65 DIAS
70201140426;ADHESIVO DENTAL FOTOPOLIMERIZABLE EN BOTELLA DE 3 ML. USO ODONTOLOGICO. MARCA SINGLE BOND 3M
70202077346;ARCO NITI DE TERMO SUPERIOR 0.14 (10 PAQUETES X 10). OBLIGATORIO ADJUNTAR FORMULARIO N°1, N°2 Y N°3.
70202067412;PERM RES SS OF III OVOIDU 016 300-007 - MARCA:- COD:70202067412 VTO ENTREGA EN: 4-5 DIAS HABILES
70202119445;ALASTIK EASY-TOTIE LIGAT TIESASSORTED COLOR 105PK 406-888 - MARCA:- COD:70202119676 VTO ENTREGA EN:5 A 6 DIAS
70201057711;VITREBOND PLUS CLICKER 10GRS 3M CHILE, VENCIMIENTO SUPERIOR A 12 MESES
70201411975;ADHESIVO SINGLE BOND UNIVERSAL 3ML 3M
70201059899;ULTRADENT COMPOSITE FORMA A2B 4 GRS.
70201059824;COMPOSITE FILTEK Z350 FLOW SUPRIME PRESENTACIÓN KIT DE 2 JERINGAS DE 2GR CADA UNA TONO DISPONIBLE A2 COMPOSITE FLUIDO CON NANO TECNOLOGIA PARA SER COLOCADO EN INCREMENTOS DE 2 MM. DISPONIBLE EN JERINGA ERGONOMICA DISEÑADA PARA REDUCIR BURBUJAS. MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO OFERTA POR UNIDAD DE JERINGA DE 2GR CADA UNA
70201030882;4930C DISCOS SOF-LEX XT 38 GRUESO 3M - 30 UNIDS - MARCA:3M- COD:70201030965 VTO ENTREGA EN:8 A 15 DÍAS HÁBILES DE ENTREGA
70201408054;COMPOSITE FILTEK Z350 FLOW DE RESTAURACIÓN, COLOR A3 PRESENTACIÓN KIT DE 2 JERINGA DE 2G. CADA UNA MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMEINTO 24 MESES FLETE INCLUIDO
70201411975;MD 2403 SELLAN FISURA CONCISE BCO 6ML+GRAB VENCIMIENTO SUPERIOR A 12 MESES, DESPACHO EN 3 DÍAS HÁBILES DESDE ACEPTADA LA OC.
90206899024;BANDAS MOLARES MTB N 39 SUPERIOR DERECHO KIT X 5 UD TRIPLE TUBO UD UNITEK USA FICHA ADJUNTA
70202078823;ARCOS NITINOL 0,017X0,025 SUP - FORMA OVOIDE (10 UNIDADES), MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA, DESÁCHO EN 4 DÍAS
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5ML MARCA 3M
70202067412;ARCOS ACERO INOX REDONDO 0,016 SUP -FORMA CUADRADA (10 UNIDADES), MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA, DESÁCHO EN 4 DÍAS
70201139303;C SINGLE BOND UNIVERSAL 5ML
70201140426;3M ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5 ML. FICHA ADJUNTA ENTREGA 15 DIAS HABILES VCTO 13 MESES
70202077940;"ARCO DE NITINOL SUPER ELÁSTICO INFERIOR-SUPERIOR DESDE .012 A .018 EN PAQUETE DE 10 UNIDADES MARCA 3M UNITEK"""
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5ML 3M - MARCA:3M- COD:70201140426 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201059899;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA MARCA 3M USA FICHA ADJUNTA VCTO SUP A 18 MESES DESDE RECEPCION
70201408419;FILTEK BULK FILL FLOW, MARCA 3M, VENCIMIENTO 01-06-25, DESPACHO EN 2 DÍAS HÁBILES.
70202067545;BRAIDED OF III OVOID L 019X025 300-972 - MARCA:- COD:70000807217 VTO ENTREGA EN:4 A 5 DIAS CON STOCK 65 DIAS
